LULC,NDWI,NDVI,B1,B2,B3,B4,B5,B6,MNDWI,B7,NDBI,system:index
1,0.22745812722381326,0.5257820927723841,946.0,1096.0,1099.0,3536.0,2225.5,2855.5,-0.3400572030709017,1409.5,-0.22745812722381326,550_0
4,0.14407912322908314,0.4523243976925687,677.0,898.0,807.0,2140.0,1601.0,2939.0,-0.281312525010004,910.0,-0.14407912322908314,551_0
1,0.22578728461081402,0.6282557221783741,238.0,275.5,235.5,1031.5,651.5,2792.5,-0.40560949298813376,349.5,-0.22578728461081402,552_0
1,0.20209232813018932,0.6756944444444445,484.0,751.0,700.5,3619.5,2402.5,2907.5,-0.5237038211511019,1191.0,-0.20209232813018932,553_0
1,0.2826904055390702,0.7747365539893253,332.0,537.5,411.5,3242.0,1813.0,2891.5,-0.5426504998936397,804.0,-0.2826904055390702,554_0
4,0.17183726546535388,0.6274509803921569,492.0,829.0,722.0,3154.0,2229.0,2950.0,-0.4578155657292348,1108.0,-0.17183726546535388,555_0
1,0.15384615384615385,0.4521452145214521,435.0,527.0,498.0,1320.0,968.0,2870.0,-0.29498327759197324,495.0,-0.15384615384615385,556_0
3,-0.08382850351951732,0.30647894668231,710.0,1019.5,1330.0,2505.5,2964.0,2872.5,-0.4881385716078825,1831.5,0.08382850351951732,557_0
1,0.3408367996085148,0.7711700064641241,266.0,294.0,354.0,2740.0,1347.0,2819.0,-0.6416819012797075,739.0,-0.3408367996085148,558_0
4,0.1411194526275777,0.6417828821438337,512.0,667.0,655.0,3002.0,2259.5,2910.0,-0.5441653852725098,1217.5,-0.1411194526275777,559_0
1,0.3323201621073962,0.64375,321.0,324.0,285.0,1315.0,659.0,2908.0,-0.340793489318413,253.0,-0.3323201621073962,560_0
7,-0.22540302882266733,0.2142747740848522,707.0,933.5,1282.5,1982.0,3135.5,2867.0,-0.5411649053821578,2338.0,0.22540302882266733,561_0
7,-0.1915784576014889,0.3034508627156789,534.0,679.0,928.5,1737.5,2561.0,2750.0,-0.5808641975308642,1726.0,0.1915784576014889,562_0
7,-0.1931198254284064,0.03362657239167968,2005.5,2479.0,2938.5,3143.0,4647.5,2836.0,-0.304286816810496,4588.0,0.1931198254284064,563_0
1,0.32741617357001973,0.6387987012987013,462.0,498.0,445.0,2019.0,1023.0,2875.0,-0.34516765285996054,353.0,-0.32741617357001973,564_0
4,0.15036378334680678,0.6403458213256484,382.5,620.0,624.0,2846.0,2102.0,2929.0,-0.544452608376194,1062.5,-0.15036378334680678,565_0
5,0.00513405590416429,0.2051983584131327,432.0,435.0,581.0,881.0,872.0,2801.5,-0.3343534812547819,634.0,-0.00513405590416429,566_0
4,0.2154696132596685,0.7925925925925926,230.0,382.5,280.0,2420.0,1562.0,2899.5,-0.6065826690665981,740.5,-0.2154696132596685,567_0
4,0.18900427611484422,0.6040876874896983,504.0,645.0,600.5,2433.0,1659.5,2894.5,-0.44022564547624216,1009.0,-0.18900427611484422,568_0
1,0.3781148429035753,0.6121673003802282,241.0,208.0,153.0,636.0,287.0,2801.0,-0.1595959595959596,99.0,-0.3781148429035753,569_0
1,0.17446928159707578,0.7643083421330518,244.0,331.0,279.0,2088.5,1468.0,2847.0,-0.632017787659811,660.5,-0.17446928159707578,570_0
1,0.2589720648175763,0.809401343049007,282.5,424.0,333.5,3166.0,1863.5,2894.0,-0.6292896174863388,826.5,-0.2589720648175763,571_0
7,0.9144251938355509,0.0,20000.0,20000.0,20000.0,20000.0,894.0,2600.0,0.9144251938355509,711.0,-0.9144251938355509,572_0
7,-0.24364820846905538,0.17420986093552465,580.5,685.5,816.5,1161.0,1909.0,2910.0,-0.4715744844864136,1615.5,0.24364820846905538,573_0
1,-0.03956672182939672,0.41082872928176795,594.5,641.0,666.5,1596.0,1727.5,2790.0,-0.458729153472662,1201.0,0.03956672182939672,574_0
7,0.5774770842426887,0.03731343283582089,1689.5,1716.5,1677.0,1807.0,484.0,2714.5,0.5600999772778914,308.0,-0.5774770842426887,575_0
1,0.2765483646485734,0.8072906403940887,231.0,336.5,244.5,2293.0,1299.5,2836.0,-0.5886308068459658,529.5,-0.2765483646485734,576_0
4,-0.10065120530103965,0.36217338639903096,643.5,772.0,921.5,1968.0,2408.5,2967.5,-0.514541738720327,1460.5,0.10065120530103965,577_0
7,-0.05642879597610814,0.011116725618999495,1698.0,2379.5,2935.5,3001.5,3360.5,2827.0,-0.17090592334494772,3140.5,0.05642879597610814,578_0
1,0.4743455497382199,0.7556109725685786,266.0,317.0,196.0,1408.0,502.0,2881.0,-0.2258852258852259,213.0,-0.4743455497382199,579_0
1,0.20321132596685082,0.729924289437756,490.0,653.0,544.0,3484.5,2307.5,2891.5,-0.5588583009626752,1151.5,-0.20321132596685082,580_0
1,0.3153331681942036,0.6318377381684082,384.5,421.5,299.5,1327.5,691.0,2852.5,-0.24224719101123596,250.0,-0.3153331681942036,581_0
7,0.7949830357639468,-0.4251104460595696,20000.0,20000.0,20000.0,8068.0,921.5,2669.5,0.911908801950147,797.5,-0.7949830357639468,582_0
1,0.5088372093023256,0.8431818181818181,149.0,174.0,69.0,811.0,264.0,2875.0,-0.2054794520547945,90.0,-0.5088372093023256,583_0
1,0.3985956216439488,0.7275510204081632,138.0,176.0,133.5,846.5,364.0,2841.0,-0.34814814814814815,179.0,-0.3985956216439488,584_0
4,-0.021854549944437585,0.23184574716218317,876.0,1157.5,1235.0,1980.5,2069.0,2936.5,-0.2825042615837595,1470.5,0.021854549944437585,585_0
1,0.3226556445362955,0.7983842641376888,163.0,230.5,143.5,1280.0,655.5,2784.0,-0.4796839729119639,273.0,-0.3226556445362955,586_0
5,-0.2153061224489796,0.21126205946052373,973.5,1458.0,2003.0,3076.0,4764.0,2920.5,-0.5313404050144648,3698.0,0.2153061224489796,587_0
1,0.1473907509546033,0.39043701799485864,1332.5,1482.0,1482.0,3380.5,2512.0,2816.0,-0.25788683024536807,1791.5,-0.1473907509546033,588_0
4,0.12096069868995633,0.5875077303648732,537.0,662.0,667.0,2567.0,2013.0,2960.0,-0.5050467289719626,1000.0,-0.12096069868995633,589_0
4,0.16072908036454017,0.5843935538592027,472.0,748.0,735.0,2802.0,2026.0,2918.0,-0.46070656092285506,1088.0,-0.16072908036454017,590_0
1,0.383327266108482,0.7625231910946196,142.5,162.5,128.0,950.0,423.5,2812.5,-0.4453924914675768,194.5,-0.383327266108482,591_0
1,0.06213564623915825,0.6232073011734028,271.0,397.5,433.5,1867.5,1649.0,2813.0,-0.6115318837038847,937.5,-0.06213564623915825,592_0
1,-0.025787965616045846,0.39059304703476483,200.0,162.0,149.0,340.0,358.0,2735.0,-0.3769230769230769,233.0,0.025787965616045846,593_0
3,-0.17902452776994643,0.33608625831612754,455.0,571.5,723.5,1456.0,2091.0,2833.0,-0.5707042253521126,1624.0,0.17902452776994643,594_0
4,0.10353208036292935,0.5948952113335675,579.0,855.5,865.0,3405.5,2766.5,2942.0,-0.5276090557702926,1476.5,-0.10353208036292935,595_0
1,0.2628287135749822,0.6957434624928421,309.5,480.5,398.5,2221.0,1296.5,2913.0,-0.45920090039392236,583.5,-0.2628287135749822,596_0
1,-0.15378924003805095,0.3394679605153087,546.5,822.5,987.0,2001.5,2729.0,2842.0,-0.5368154300999578,1958.0,0.15378924003805095,597_0
1,0.2879301987396995,0.7103315094946894,438.0,542.0,450.0,2657.0,1469.0,2918.0,-0.460964694181999,607.0,-0.2879301987396995,598_0
4,0.11512770137524558,0.5148118494795837,705.5,975.0,909.0,2838.0,2252.0,2897.0,-0.3957235822745584,1202.0,-0.11512770137524558,599_0
4,0.003290306251581878,0.49134687735139204,541.0,672.0,676.0,1982.0,1969.0,2945.0,-0.49110185535781903,1224.0,-0.003290306251581878,600_0
1,0.313022113022113,0.7654443343244136,220.5,234.0,177.5,1336.0,699.0,2798.5,-0.4983922829581994,216.0,-0.313022113022113,601_0
1,0.4543046357615894,0.7102803738317757,136.0,157.0,93.0,549.0,206.0,2844.0,-0.1349862258953168,109.0,-0.4543046357615894,602_0
7,0.5607030376917607,-0.44503450019869223,20000.0,13572.5,20000.0,7681.0,2162.0,2669.5,0.7251898693952779,1985.0,-0.5607030376917607,603_0
1,0.2663579625528488,0.7496522948539638,242.5,280.0,225.0,1572.5,911.0,2824.5,-0.5298068849706129,438.0,-0.2663579625528488,604_0
7,0.7178630105943006,-0.45030003081887565,20000.0,20000.0,20000.0,7580.5,1245.0,2638.5,0.8827959519887032,1027.0,-0.7178630105943006,605_0
7,0.8972409491847584,-0.11202235164926815,20000.0,20000.0,20000.0,15970.5,865.0,2610.5,0.9170860292355619,727.5,-0.8972409491847584,606_0
1,0.17344523348396815,0.6963757971690776,307.5,448.5,488.0,2726.5,1920.5,2836.0,-0.6213592233009708,1109.0,-0.17344523348396815,607_0
4,0.1527777777777778,0.5522552255225522,314.0,434.0,407.0,1411.0,1037.0,2897.0,-0.4099252209381373,522.5,-0.1527777777777778,608_0
4,0.06438232642019838,0.5692634937516617,548.5,809.0,810.0,2951.0,2594.0,2921.0,-0.5245371730825742,1652.0,-0.06438232642019838,609_0
1,0.10175438596491228,0.6379760041731872,270.0,349.0,347.0,1570.0,1280.0,2796.0,-0.5715162676488643,693.0,-0.10175438596491228,610_0
1,0.4878286270691334,0.6958934517203108,105.0,74.0,137.0,764.0,263.0,2859.0,-0.5608308605341247,159.0,-0.4878286270691334,611_0
1,0.21109607577807848,0.757486499754541,171.0,287.0,247.0,1790.0,1166.0,2801.0,-0.6049552649690296,505.0,-0.21109607577807848,612_0
7,0.8059836808703535,-0.06581209942160388,1999.5,1814.5,1704.5,1494.0,160.5,2515.0,0.8374683544303797,108.5,-0.8059836808703535,613_0
4,-0.11342544854609198,0.23286492687123603,977.0,1190.5,1337.5,2149.5,2699.5,2944.5,-0.3879177377892031,2019.5,0.11342544854609198,614_0
7,0.646680216802168,-0.05721489526764934,2795.0,2739.5,2725.5,2430.5,521.5,2617.5,0.6801594602882551,444.0,-0.646680216802168,615_0
4,-0.008407969292633887,0.44147734821309953,652.0,930.5,1051.0,2712.5,2758.5,2913.0,-0.49552724315532665,1884.0,0.008407969292633887,616_0
3,0.21440897325280414,0.6800954938824232,451.0,578.0,536.0,2815.0,1821.0,2955.0,-0.5181325552313464,817.0,-0.21440897325280414,617_0
6,0.5882352941176471,-0.15263908701854492,540.0,566.0,404.0,297.0,77.0,2908.0,0.76049766718507,43.0,-0.5882352941176471,618_0
4,0.2405377923398486,0.6926160012332357,341.5,547.5,498.5,2745.0,1680.5,2918.0,-0.5085278276481149,797.5,-0.2405377923398486,619_0
3,-0.01482778750729714,0.13566621803499326,2661.5,2989.5,3211.0,4219.0,4346.0,2867.5,-0.1849226364937632,3444.5,0.01482778750729714,620_0
7,0.8534725880930982,-0.14444301389067707,20000.0,20000.0,20000.0,14951.5,1182.0,2649.0,0.8883958077613068,947.5,-0.8534725880930982,621_0
2,0.09537468626747939,0.36080178173719374,616.0,681.0,717.5,1527.5,1261.5,2747.0,-0.29884169884169887,971.0,-0.09537468626747939,622_0
7,0.06120470246030784,0.1626610011950604,1146.0,1306.0,1576.5,2189.0,1936.5,2814.5,-0.19444872783346184,1354.0,-0.06120470246030784,623_0
4,0.11987127916331457,0.42915811088295686,599.0,852.0,834.0,2088.0,1641.0,2934.0,-0.3164861612515042,1055.0,-0.11987127916331457,624_0
1,0.3830227743271222,0.6115802171290712,246.0,235.0,161.0,668.0,298.0,2892.0,-0.11819887429643527,106.0,-0.3830227743271222,625_0
7,-0.03070394408387419,0.005698005698005698,3140.0,3500.5,3839.0,3883.0,4129.0,2775.5,-0.08237761321187496,4378.0,0.03070394408387419,626_0
6,0.486284289276808,-0.150997150997151,517.0,566.0,404.0,298.0,103.0,2913.0,0.6920777279521674,52.0,-0.486284289276808,627_0
1,0.28779918272037364,0.7074303405572755,105.0,147.5,94.5,551.5,305.0,2783.5,-0.34806629834254144,143.5,-0.28779918272037364,628_0
1,0.34516129032258064,0.7037793667007151,352.0,307.0,290.0,1668.0,812.0,2836.0,-0.451295799821269,313.0,-0.34516129032258064,629_0
1,0.20802049288932073,0.7712731511462246,346.0,459.5,441.5,3419.0,2241.5,2861.0,-0.6597556460570159,1080.5,-0.20802049288932073,630_0
4,0.05868880618379616,0.3655834564254062,569.0,793.0,859.0,1849.0,1644.0,2945.0,-0.3491998358637669,1024.0,-0.05868880618379616,631_0
1,0.3273354325985905,0.7897290739991912,325.5,363.0,260.0,2213.0,1121.5,2844.5,-0.5109464466150219,416.0,-0.3273354325985905,632_0
1,0.09912663755458516,0.48978987866232615,597.0,748.0,862.0,2517.0,2063.0,2924.0,-0.4678050515830665,1307.0,-0.09912663755458516,633_0
7,0.7470575005622611,-0.37250255802681886,12343.5,12659.0,12743.0,5826.0,843.5,2662.5,0.8750601740418441,676.0,-0.7470575005622611,634_0
5,-0.15435212976562998,0.2511337868480726,1079.5,1519.0,1981.5,3310.5,4519.0,2942.0,-0.4968532626697582,3644.0,0.15435212976562998,635_0
1,0.33532710280373834,0.6993339676498572,406.0,385.0,316.0,1786.0,889.0,2897.0,-0.3956043956043956,344.0,-0.33532710280373834,636_0
1,0.2992881460848035,0.742631797426318,281.0,396.0,310.0,2099.0,1132.0,2842.0,-0.4816753926701571,503.0,-0.2992881460848035,637_0
4,-0.007101792357118702,0.3245112781954887,818.5,1055.0,1123.0,2202.0,2233.5,2944.5,-0.3583700775429527,1639.0,0.007101792357118702,638_0
1,0.19206702725633684,0.684904811872283,416.5,530.5,525.5,2810.0,1904.5,2833.0,-0.5642710472279261,997.5,-0.19206702725633684,639_0
1,-0.04569274616162545,0.5710609959134252,464.5,575.0,708.5,2595.0,2843.5,2870.0,-0.6635951440690361,1757.5,0.04569274616162545,640_0
1,0.2585858585858586,0.6119016817593791,422.0,490.0,450.0,1869.0,1101.0,2918.0,-0.38403519798868635,436.0,-0.2585858585858586,641_0
1,0.28563848602759107,0.19595261599210267,2310.0,2442.5,2443.5,3634.5,2019.5,2819.0,0.09480053787539221,1047.5,-0.28563848602759107,642_0
3,0.15336431602343908,0.6054000843763184,482.0,710.5,701.5,2854.0,2095.0,2939.5,-0.49349492069149886,1142.5,-0.15336431602343908,643_0
4,-0.09965826175302485,0.3014686248331108,884.0,1142.0,1308.0,2437.0,2976.5,2939.5,-0.4454291611023431,2414.5,0.09965826175302485,644_0
1,0.3814147018030513,0.7458369851007888,217.0,197.5,145.0,996.0,446.0,2830.0,-0.3861693861693862,174.0,-0.3814147018030513,645_0
7,-0.07259953161592506,0.1503267973856209,306.0,287.0,292.5,396.0,458.0,2718.0,-0.2295302013422819,314.0,0.07259953161592506,646_0
4,0.2250770811921891,0.5467128027681661,523.5,564.5,524.0,1788.0,1131.0,2910.0,-0.3341197286936007,614.0,-0.2250770811921891,647_0
1,0.17854840788964807,0.5943494942448553,447.5,596.0,581.5,2285.5,1593.0,2926.5,-0.455459113750571,769.5,-0.17854840788964807,648_0
1,0.2935890410958904,0.7863196125907991,262.0,438.5,353.0,2951.0,1611.5,2836.0,-0.5721951219512195,733.5,-0.2935890410958904,649_0
4,0.1859375,0.543467208947636,372.0,489.0,449.0,1518.0,1042.0,2867.0,-0.3612018288700196,638.0,-0.1859375,650_0
4,0.017102762753983335,0.5119513255106476,883.0,1106.0,1123.0,3479.0,3362.0,2908.0,-0.5049239033124441,2121.0,-0.017102762753983335,651_0
2,0.21172332942555686,0.7471264367816092,283.5,420.5,374.0,2584.0,1681.0,2858.5,-0.5998096597668332,774.5,-0.21172332942555686,652_0
4,0.250127459977567,0.6036625245258339,703.0,854.5,757.5,3065.0,1838.5,2878.0,-0.3653917564054957,1024.5,-0.250127459977567,653_0
1,0.33841886269070737,0.8139097744360902,167.0,262.5,198.0,1930.0,954.0,2798.5,-0.5684340320591862,417.0,-0.33841886269070737,654_0
4,0.009207090834134946,0.34210526315789475,572.5,728.0,900.0,1836.0,1802.5,2934.0,-0.42461964038727523,1318.0,-0.009207090834134946,655_0
4,0.24934752057819715,0.7785081451843384,348.0,519.5,387.5,3111.5,1869.5,2918.5,-0.5650899958141482,749.0,-0.24934752057819715,656_0
1,0.1826086956521739,0.5069252077562327,135.0,140.0,89.0,272.0,188.0,2753.0,-0.14634146341463414,99.0,-0.1826086956521739,657_0
2,0.05217391304347826,0.1592505854800937,1705.5,1841.0,1974.5,2722.5,2452.5,2829.5,-0.1424245953185047,1472.0,-0.05217391304347826,658_0
1,0.11453950444132772,0.5751569210439379,609.5,922.0,964.5,3576.0,2841.0,2900.0,-0.5099654530959341,1761.0,-0.11453950444132772,659_0
1,0.21756174049392396,0.7424964936886396,373.0,512.0,459.0,3106.0,1996.0,2892.0,-0.5917065390749602,924.0,-0.21756174049392396,660_0
4,0.20774687535187478,0.6598576292169607,395.5,644.0,549.5,2681.5,1759.0,2923.5,-0.4640033291718685,931.5,-0.20774687535187478,661_0
8,0.03270725388601036,0.2493633692458374,747.0,864.0,958.0,1594.5,1493.5,2941.5,-0.26702014846235417,1151.0,-0.03270725388601036,662_0
7,-0.15029041626331074,0.17287456155002506,932.5,1117.0,1238.0,1755.5,2376.5,2824.5,-0.3605266924287963,2042.5,0.15029041626331074,663_0
4,0.11012163336229366,0.5601343101343101,506.0,719.0,720.5,2555.5,2048.5,2913.0,-0.48039747064137306,1119.0,-0.11012163336229366,664_0
7,-0.24633891213389122,0.267927848658161,506.5,619.0,832.0,1441.0,2383.0,2807.0,-0.5876082611592272,1742.5,0.24633891213389122,665_0
7,0.10392523364485981,0.01538726037995358,5258.0,5513.0,5727.0,5906.0,4794.0,2670.0,0.06975841661007083,4639.0,-0.10392523364485981,666_0
7,-0.22448221417293582,0.21454545454545454,775.0,1014.5,1350.0,2087.5,3296.0,2877.5,-0.5292889455979585,2637.5,0.22448221417293582,667_0
4,0.07779794313369631,0.5121371583771855,589.5,694.5,718.5,2227.0,1905.5,2934.5,-0.46576923076923077,962.5,-0.07779794313369631,668_0
1,0.20239921885897616,0.6783489096573209,318.0,445.0,413.0,2155.0,1429.5,2902.0,-0.525206721792478,667.0,-0.20239921885897616,669_0
1,0.28543007606787596,0.8306666666666667,240.0,337.0,254.0,2746.0,1526.5,2852.5,-0.6383149986584384,644.5,-0.28543007606787596,670_0
7,0.011961001105638757,0.07323313079629037,1980.0,2047.5,2173.5,2517.0,2457.5,2694.5,-0.09100998890122086,2112.5,-0.011961001105638757,671_0
1,0.05999447055570915,0.2096545196403218,2175.5,2335.0,2505.0,3834.0,3400.0,2804.0,-0.1857018308631212,2812.5,-0.05999447055570915,672_0
1,0.26296409941699905,0.6483780536643973,427.0,507.0,439.0,2058.0,1201.0,2918.0,-0.4063231850117096,493.0,-0.26296409941699905,673_0
1,0.3613277344531094,0.164258230012826,2373.5,2397.0,2443.5,3404.0,1597.0,2813.0,0.200300450676014,692.0,-0.3613277344531094,674_0
4,0.15594713656387665,0.6088289393010423,529.0,686.0,638.0,2624.0,1916.0,2934.0,-0.4727132974634896,984.0,-0.15594713656387665,675_0
1,0.29316561172982936,0.15063805517929707,10106.5,2995.5,2978.5,4035.0,2205.5,2792.5,0.1518938665641223,1250.5,-0.29316561172982936,676_0
1,0.2686993262532831,0.7893380576582381,316.5,443.0,327.0,2777.5,1601.0,2910.0,-0.5665362035225049,580.0,-0.2686993262532831,677_0
1,0.37823022709475335,0.6572504708097928,80.5,123.0,91.0,440.0,198.5,2809.5,-0.23483670295489892,103.0,-0.37823022709475335,678_0
1,0.3605683836589698,0.6777804818690679,401.0,407.5,331.0,1723.5,810.0,2897.0,-0.33059548254620125,321.5,-0.3605683836589698,679_0
4,0.0499672131147541,0.3292379213016769,787.0,951.5,1010.0,2001.5,1811.0,2947.0,-0.311131221719457,1276.5,-0.0499672131147541,680_0
1,0.3488700564971751,0.6296928327645052,211.5,153.5,108.5,477.5,230.5,2832.5,-0.20052083333333334,85.0,-0.3488700564971751,681_0
3,-0.17486463814535194,0.27309095187669136,671.5,1081.0,1544.5,2705.0,3851.5,2897.0,-0.561682716675114,2591.0,0.17486463814535194,682_0
7,0.24941506785212916,-0.03644893540238181,1350.5,1447.0,1436.0,1335.0,802.0,2790.0,0.28679413072476656,739.0,-0.24941506785212916,683_0
1,0.22924600152322924,0.6427480916030535,182.0,206.0,175.5,807.0,506.0,2812.5,-0.42134831460674155,226.5,-0.22924600152322924,684_0
1,0.32146037399821903,0.8561601000625391,248.0,378.0,230.0,2968.0,1524.0,2939.0,-0.6025236593059937,547.0,-0.32146037399821903,685_0
1,0.22976477953671406,0.7144638403990025,414.0,605.0,572.5,3437.5,2153.0,2870.0,-0.5612762871646121,1081.5,-0.22976477953671406,686_0
4,0.1806627865542226,0.5973003374578177,450.0,703.0,626.5,2485.0,1724.5,2912.5,-0.4208032955715757,890.0,-0.1806627865542226,687_0
1,0.15928765767994063,0.2971701376876773,2296.5,2509.5,2539.5,4687.0,3399.0,2872.5,-0.15054582381315054,2295.0,-0.15928765767994063,688_0
1,0.3148009015777611,0.7658930373360242,191.0,150.0,116.0,875.0,456.0,2778.0,-0.504950495049505,186.0,-0.3148009015777611,689_0
1,0.3859275053304904,0.764934057408844,248.5,234.5,151.5,1137.5,504.0,2847.0,-0.36492890995260663,195.5,-0.3859275053304904,690_0
1,0.24795799299883314,0.7132559070885062,387.0,470.0,358.0,2139.0,1289.0,2913.0,-0.46560545764639,543.0,-0.24795799299883314,691_0
1,0.2229647630619684,0.615569823434992,423.0,509.5,479.0,2013.0,1279.0,2918.5,-0.43024881185350855,634.5,-0.2229647630619684,692_0
1,0.11401425178147269,0.5141242937853108,248.0,194.5,150.5,469.0,373.0,2777.0,-0.3145374449339207,217.0,-0.11401425178147269,693_0
3,-0.013558300692979813,0.22575814301759642,712.0,815.0,1034.0,1637.0,1682.0,2813.0,-0.34721665999199036,1327.0,0.013558300692979813,694_0
2,0.061795218764095626,0.6203751505764928,382.5,549.0,551.5,2354.0,2080.0,2869.5,-0.5823507036896158,1145.0,-0.061795218764095626,695_0
1,0.3094708759448644,0.8331777155306567,212.0,349.0,268.0,2945.0,1553.0,2825.0,-0.6330178759200841,675.0,-0.3094708759448644,696_0
3,-0.28304309445469866,0.15935634570464574,1025.0,1288.5,1619.5,2233.5,3997.0,2858.5,-0.5124396935010879,3577.0,0.28304309445469866,697_0
1,0.29994054696789535,0.15033539392345127,1641.5,1648.0,1615.0,2186.5,1177.5,2789.5,0.16651920014156787,738.0,-0.29994054696789535,698_0
1,0.395903165735568,0.6672597864768683,201.5,258.5,187.0,937.0,405.5,2894.0,-0.2213855421686747,206.0,-0.395903165735568,699_0
1,0.3521315877811346,0.8054683998207082,151.0,180.5,108.5,1007.0,482.5,2821.5,-0.4555052790346908,195.5,-0.3521315877811346,700_0
1,0.21355547141234382,0.7097892771405708,302.0,344.0,272.0,1602.5,1038.5,2866.5,-0.5023508137432188,430.5,-0.21355547141234382,701_0
1,0.2512867090523766,0.7891774891774892,198.5,318.5,243.5,2066.5,1236.5,2850.0,-0.5903536977491961,518.5,-0.2512867090523766,702_0
1,0.18635625338386572,0.659497122084217,501.5,656.5,562.0,2739.0,1878.5,2918.5,-0.48205128205128206,880.0,-0.18635625338386572,703_0
3,0.012505316886431306,0.46090585491591995,675.5,855.0,1098.0,2975.5,2902.0,2883.5,-0.5448496140537663,1740.5,-0.012505316886431306,704_0
4,0.17237830606154164,0.6306899513312338,547.0,675.5,645.0,2848.0,2010.5,2910.0,-0.49702159344750557,1005.5,-0.17237830606154164,705_0
1,0.2516381193240602,0.7555627217026766,417.5,516.5,379.0,2722.0,1627.5,2918.5,-0.5181902985074627,716.0,-0.2516381193240602,706_0
7,0.1821897182189718,-0.020669992872416252,2023.0,2558.0,2864.0,2748.0,1901.0,2741.0,0.14734245346490243,1686.0,-0.1821897182189718,707_0
1,0.2675768789077453,0.7863693580291314,340.0,440.5,297.0,2483.5,1435.0,2891.0,-0.530258597707278,584.0,-0.2675768789077453,708_0
1,0.34431372549019607,0.7448252460128945,244.5,264.5,188.0,1285.5,627.0,2841.0,-0.40661805945036456,246.5,-0.34431372549019607,709_0
1,0.009696969696969697,0.227966726334632,1591.0,1700.0,1833.0,2915.5,2859.5,2804.5,-0.2543042000219322,2287.0,-0.009696969696969697,710_0
4,0.16510402714528083,0.6441532258064516,494.0,744.0,706.0,3262.0,2337.5,2926.0,-0.5171182865487587,1242.0,-0.16510402714528083,711_0
1,0.2294648755780665,0.7819980849026492,318.0,440.5,341.5,2791.5,1749.5,2880.0,-0.597716894977169,729.5,-0.2294648755780665,712_0
1,0.10113611049231455,0.103964265773311,1943.5,1942.5,2006.0,2471.5,2017.5,2772.0,-0.01893939393939394,1633.5,-0.10113611049231455,713_0
1,0.3149642259095753,0.7708077080770808,318.0,372.0,279.5,2159.5,1125.0,2905.0,-0.503006012024048,413.0,-0.3149642259095753,714_0
5,0.1780583369612538,0.6164874551971327,285.0,231.0,160.5,676.5,472.0,2801.0,-0.34281650071123754,214.5,-0.1780583369612538,715_0
3,-0.1883904079285019,0.3294680388462096,734.0,943.0,1156.5,2293.0,3357.5,2891.5,-0.5614463434484362,2441.5,0.1883904079285019,716_0
1,0.34615805006011585,0.16684036001894836,2128.0,2243.5,2198.5,3079.0,1495.5,2836.0,0.20005349023803157,674.0,-0.34615805006011585,717_0
1,0.1839080459770115,0.7191948944526264,180.0,295.0,286.0,1751.0,1207.0,2778.0,-0.607190412782956,587.0,-0.1839080459770115,718_0
4,0.18144833197721724,0.6257197696737045,485.0,634.0,585.0,2541.0,1760.5,2908.0,-0.4704531217373147,907.0,-0.18144833197721724,719_0
1,0.1790418463690407,-0.3403762757181519,10228.0,3708.5,10277.0,5057.5,3521.5,2850.0,0.02586445366528354,2340.0,-0.1790418463690407,720_0
1,0.3798165137614679,0.8613861386138614,113.0,69.0,56.0,752.0,338.0,2836.0,-0.6609336609336609,146.0,-0.3798165137614679,721_0
7,0.8624617477048623,-0.05888922297152184,12507.0,6148.0,6163.0,5477.5,404.5,2642.0,0.8765356734070965,366.5,-0.8624617477048623,722_0
7,0.5694890662244793,-0.4507471347744088,20000.0,20000.0,20000.0,7572.0,2077.0,2642.0,0.8118403768627984,1964.0,-0.5694890662244793,723_0
1,0.2917159127538412,0.7375343257696199,439.5,574.0,454.0,3005.5,1648.0,2915.5,-0.48334833483348333,696.0,-0.2917159127538412,724_0
4,0.04097646033129904,0.42439606322696094,669.0,898.0,965.0,2388.0,2200.0,2965.0,-0.42027114267269206,1420.0,-0.04097646033129904,725_0
1,-0.03427149147999234,0.3404198777571087,1036.0,1190.0,1241.0,2522.0,2701.0,2790.0,-0.3883320483166281,2069.0,0.03427149147999234,726_0
5,-0.21006506440047804,0.2290052680508212,970.0,1382.5,1866.0,2974.5,4556.5,2900.0,-0.5344334062973565,3787.0,0.21006506440047804,727_0
1,0.1564644337251172,0.2664236291942564,2309.5,2429.5,2465.0,4255.5,3104.0,2830.0,-0.12189391885786573,2300.5,-0.1564644337251172,728_0
1,0.37160811196800914,0.8203184230477635,197.5,210.0,118.5,1200.5,550.0,2841.0,-0.4473684210526316,212.5,-0.37160811196800914,729_0
1,0.23211169284467714,0.4576737783895389,601.0,651.0,591.0,1588.5,990.0,2835.5,-0.20658135283363802,633.5,-0.23211169284467714,730_0
3,-0.14132153019285487,0.3287671232876712,766.0,968.0,1372.0,2716.0,3610.0,2939.0,-0.5771079073831368,2285.0,0.14132153019285487,731_0
7,0.673972602739726,-0.04895995471911702,3216.5,3587.0,3706.5,3360.5,654.5,2709.0,0.6913827655310621,653.5,-0.673972602739726,732_0
4,0.072812291249165,0.4569095857272452,666.0,867.0,898.0,2409.0,2082.0,2955.0,-0.41200406917599186,1198.0,-0.072812291249165,733_0
