LULC,NDWI,NDVI,B1,B2,B3,B4,B5,B6,MNDWI,B7,NDBI,system:index
1,0.2510460251046025,0.6558544303797469,442.0,496.0,435.0,2093.0,1253.0,2892.0,-0.43281875357347055,606.0,-0.2510460251046025,182_0
1,0.28130360205831906,0.8472952086553323,244.0,431.0,247.0,2988.0,1676.0,2929.0,-0.5908875177978168,586.0,-0.28130360205831906,183_0
1,0.3226022803487592,0.7630755476084041,256.0,326.0,265.0,1972.0,1010.0,2836.0,-0.5119760479041916,408.0,-0.3226022803487592,184_0
4,0.027750730282375853,0.41725411211816044,673.0,802.0,868.0,2111.0,1997.0,2934.0,-0.4269381922115041,1310.0,-0.027750730282375853,185_0
1,0.09265867958195259,0.17615585128275485,2750.5,2920.0,3002.5,4286.5,3559.5,2847.5,-0.09869588702832009,2736.0,-0.09265867958195259,186_0
7,0.36691439581612995,-0.32177000819448237,11573.0,11884.5,12097.5,6207.5,2875.0,2737.5,0.6104204071953657,2699.0,-0.36691439581612995,187_0
4,-0.04316707671661821,0.4660726525017135,497.0,691.0,779.0,2139.0,2332.0,2934.0,-0.5428382401587827,1286.0,0.04316707671661821,188_0
1,0.36686759509457495,0.8090784044016506,318.0,434.0,347.0,3288.0,1523.0,2864.0,-0.5564639754726622,641.0,-0.36686759509457495,189_0
4,0.003703703703703704,0.3955584164789186,641.0,772.0,939.0,2168.0,2152.0,2970.0,-0.4719562243502052,1257.0,-0.003703703703703704,190_0
7,0.8689751988769303,-0.07844946931241348,3867.5,3692.0,3505.5,2995.5,210.0,2512.0,0.8923628908252178,144.0,-0.8689751988769303,191_0
1,0.30767630538797586,0.7553755934096621,288.0,325.0,219.0,1571.5,832.0,2891.5,-0.43820224719101125,299.0,-0.30767630538797586,192_0
1,0.27703604806408544,0.7951204253988113,280.5,408.0,327.5,2869.5,1624.5,2827.5,-0.5985239852398524,683.5,-0.27703604806408544,193_0
4,-0.08313204508856682,0.19931542917324907,1131.5,1467.5,1520.5,2277.5,2690.5,2928.5,-0.29413179413179413,2076.5,0.08313204508856682,194_0
2,0.17571027923423974,0.7123068726691529,339.0,481.5,405.0,2410.5,1690.0,2902.0,-0.5565277457978356,784.5,-0.17571027923423974,195_0
7,0.24792155190790877,0.016143030723832667,1205.0,1348.0,1417.0,1463.5,882.0,2775.0,0.20896860986547086,754.0,-0.24792155190790877,196_0
7,0.04552326558037964,4.8223758238225364E-4,3022.0,2865.0,3109.0,3112.0,2841.0,2676.0,0.004206098843322818,2781.0,-0.04552326558037964,197_0
1,0.2949754319226502,0.6402328849628589,454.0,550.5,448.0,2042.5,1112.0,2878.0,-0.3377443609022556,465.5,-0.2949754319226502,198_0
5,-0.14300807486227454,0.013024085637823372,1783.5,2314.5,2766.0,2839.0,3786.5,2815.5,-0.2412719226356335,3537.0,0.14300807486227454,199_0
3,-0.17138381201044386,0.1287523118509034,1032.0,1284.0,1531.0,1983.5,2804.0,2864.5,-0.37181996086105673,2426.0,0.17138381201044386,200_0
1,0.26263345195729537,0.7763684913217623,353.0,462.0,335.0,2661.0,1554.0,2902.0,-0.5416666666666666,676.0,-0.26263345195729537,201_0
1,0.367843137254902,0.7353233830845771,248.0,204.5,133.0,872.0,403.0,2835.5,-0.3267489711934156,211.0,-0.367843137254902,202_0
7,0.8810923572918642,0.03901953595558582,4252.5,4777.5,4587.0,4959.5,313.5,2578.0,0.8768414849734826,265.5,-0.8810923572918642,203_0
1,0.20272904483430798,0.3326133909287257,230.0,173.5,154.5,308.5,204.5,2756.5,-0.082010582010582,118.0,-0.20272904483430798,204_0
1,0.12207792207792208,0.3725178713264496,294.0,257.5,197.5,432.0,338.0,2841.5,-0.1351805205709488,231.0,-0.12207792207792208,205_0
4,0.2344609231794701,0.5681625740897545,421.0,502.0,510.0,1852.0,1148.5,2899.5,-0.3916994850045441,618.5,-0.2344609231794701,206_0
1,0.38341853745276727,0.5975359342915811,441.0,519.0,392.0,1556.0,693.5,2900.0,-0.1439175257731959,311.5,-0.38341853745276727,207_0
4,-0.04376470588235294,0.21786035361102787,803.0,1166.0,1305.0,2032.0,2218.0,2934.0,-0.3108747044917258,1586.0,0.04376470588235294,208_0
4,0.11162255466052934,0.5110921501706485,753.0,919.0,859.5,2656.5,2123.0,2913.0,-0.3957922419460881,1263.0,-0.11162255466052934,209_0
4,0.013229571984435798,0.35731039874902265,920.0,1164.0,1233.0,2604.0,2536.0,2945.0,-0.3708108108108108,1591.0,-0.013229571984435798,210_0
1,0.2564250649725671,0.6848015488867376,345.0,474.0,407.0,2175.5,1287.5,2913.0,-0.46182231053079764,559.0,-0.2564250649725671,211_0
1,0.3393639839597128,0.8274589642448149,404.0,474.0,339.0,3590.5,1771.0,2902.0,-0.577728285077951,725.0,-0.3393639839597128,212_0
1,0.33749207020511734,0.7383537171911502,396.5,567.0,476.0,3162.5,1566.5,2934.0,-0.4684790250761659,618.5,-0.33749207020511734,213_0
4,0.264969785753525,0.6873473375671715,273.5,403.5,320.0,1727.0,1003.5,2894.0,-0.42643923240938164,509.5,-0.264969785753525,214_0
7,0.6206715240742132,2.317926846228733E-4,12256.0,5747.0,5391.5,5394.0,1262.5,2610.5,0.6397745916256509,1461.5,-0.6206715240742132,215_0
7,0.7219169048142449,-0.4537275960666713,10712.0,10586.5,10422.5,3916.5,632.5,2578.0,0.8872448524823959,512.0,-0.7219169048142449,216_0
2,-0.07549905207984833,0.5191497159611508,354.0,499.0,656.0,2072.5,2411.0,2902.5,-0.6570446735395189,1448.5,0.07549905207984833,217_0
1,0.2652511961722488,0.5135038454659274,718.5,784.5,680.0,2115.5,1228.5,2913.0,-0.22056631892697467,558.5,-0.2652511961722488,218_0
4,0.07549909255898367,0.5286985682961435,508.0,860.0,913.5,2963.0,2547.0,2918.0,-0.49515702964484887,1590.0,-0.07549909255898367,219_0
1,0.38589211618257263,0.4569247546346783,339.0,292.0,249.0,668.0,296.0,2886.0,-0.006802721088435374,105.0,-0.38589211618257263,220_0
1,0.10992606956732517,0.6016089541797831,445.0,581.5,569.5,2289.5,1836.0,2912.5,-0.5189245087900723,971.5,-0.10992606956732517,221_0
2,0.25100603621730383,0.7328997793519917,518.0,707.0,575.0,3730.5,2233.5,2880.5,-0.5191293997619453,1017.5,-0.25100603621730383,222_0
7,0.5731624429556268,-0.423436888366962,20000.0,20000.0,20000.0,8101.0,2198.0,2663.0,0.8019641409135958,1833.5,-0.5731624429556268,223_0
5,-0.19028656203638636,0.35732984293193715,651.5,1018.5,1227.5,2592.5,3811.0,2870.0,-0.5782172067501812,2731.0,0.19028656203638636,224_0
7,0.8703924245504981,-0.10809463128151144,20000.0,20000.0,20000.0,16098.0,1115.5,2621.0,0.8943430181620137,911.0,-0.8703924245504981,225_0
1,0.38684166246003704,0.6576830249396621,444.0,530.5,425.5,2060.5,911.0,2905.0,-0.26396115157821715,382.5,-0.38684166246003704,226_0
7,-0.11240520043336945,0.06292572169964321,2282.0,2650.0,2889.0,3277.0,4107.0,2902.0,-0.21562823738345419,3913.5,0.11240520043336945,227_0
4,-0.012923892632276593,0.4045897516504244,683.0,887.5,947.0,2234.0,2292.5,2970.0,-0.4418238993710692,1431.0,0.012923892632276593,228_0
7,0.04961611491785685,0.08675955209846996,2200.5,2401.5,2671.0,3178.5,2878.0,2815.5,-0.09025475897338762,2328.5,-0.04961611491785685,229_0
7,0.5643176124605163,-0.06381591812789257,3232.5,3834.5,4080.0,3590.5,1000.0,2709.0,0.5863067535422484,894.0,-0.5643176124605163,230_0
4,0.1960973259455553,0.6448567169123737,391.0,598.0,536.0,2482.5,1668.5,2882.5,-0.47231414074564304,908.0,-0.1960973259455553,231_0
4,0.026353074525361293,0.3484735666418466,684.0,826.0,875.0,1811.0,1718.0,2939.0,-0.35062893081761004,1230.0,-0.026353074525361293,232_0
2,0.29085336344571705,0.652281643609333,380.0,488.5,421.0,2000.5,1099.0,2910.0,-0.38456692913385826,554.5,-0.29085336344571705,233_0
7,0.8446833930704899,-0.5059106994955199,20000.0,20000.0,20000.0,6562.0,552.5,2543.5,0.9462352511859871,509.5,-0.8446833930704899,234_0
1,0.194834112669784,0.3692268435825466,633.5,646.5,618.0,1341.5,904.0,2847.0,-0.16607545952918412,611.0,-0.194834112669784,235_0
2,0.31413793103448273,0.7635354002776492,327.0,361.5,255.5,1905.5,994.5,2823.5,-0.4668141592920354,378.5,-0.31413793103448273,236_0
4,0.004591368227731864,0.3039332538736591,849.0,1058.5,1168.0,2188.0,2168.0,2910.0,-0.3438710677204401,1586.5,-0.004591368227731864,237_0
3,-0.2944949225013362,0.18527387009877283,754.0,952.0,1361.0,1980.0,3633.0,2908.0,-0.5847328244274809,2909.0,0.2944949225013362,238_0
1,-0.017925478348439074,0.5161691542288557,491.0,679.0,778.0,2438.0,2527.0,2902.0,-0.5764192139737991,1614.0,0.017925478348439074,239_0
7,-0.10620250927725747,0.07594128908742821,1633.0,1912.0,2172.0,2529.0,3130.0,2864.0,-0.24157080523601746,2995.0,0.10620250927725747,240_0
1,0.278512084592145,0.7437548287406645,427.0,595.5,497.5,3385.5,1910.5,2872.0,-0.5247406225059856,840.5,-0.278512084592145,241_0
3,-0.1657262277951933,0.41811722912966254,418.0,621.0,819.0,1996.0,2789.0,2880.5,-0.6357771260997067,1637.0,0.1657262277951933,242_0
4,0.16658915449725606,0.5993369038510584,562.5,793.5,785.5,3135.5,2240.0,2907.5,-0.4768419317619911,1263.5,-0.16658915449725606,243_0
5,-0.20084865629420084,0.18622716775141718,1102.5,1464.5,1938.0,2825.0,4245.0,2952.5,-0.48699535861283827,3318.5,0.20084865629420084,244_0
3,-0.004418262150220913,0.02780191138140747,1012.5,1126.5,1119.0,1183.0,1193.5,2915.5,-0.028879310344827585,1132.5,0.004418262150220913,245_0
1,0.2745969983324069,0.7182465342825028,271.0,322.5,188.0,1146.5,652.5,2877.5,-0.3384615384615385,258.0,-0.2745969983324069,246_0
3,0.04654560634523064,0.5963069086278255,354.0,658.0,634.0,2507.0,2284.0,2902.0,-0.5526852481305234,1114.0,-0.04654560634523064,247_0
1,0.18228759192614613,0.6238985600687729,377.5,498.0,437.5,1889.0,1306.5,2904.5,-0.4480465502909393,722.5,-0.18228759192614613,248_0
7,0.3228346456692913,-0.007874015748031496,1007.5,1032.5,1024.0,1008.0,516.0,2691.5,0.33354859541491766,487.5,-0.3228346456692913,249_0
1,0.3230924200453286,0.7822252374491181,310.0,436.0,321.0,2627.0,1344.0,2830.0,-0.5101123595505618,528.0,-0.3230924200453286,250_0
1,0.18377321603128055,0.6840495063273536,402.0,588.0,568.0,3027.5,2087.5,2896.5,-0.5604559895346665,1031.0,-0.18377321603128055,251_0
4,-0.01834061135371179,0.4216600790513834,615.5,808.0,914.5,2248.0,2332.0,2936.5,-0.4853503184713376,1516.5,0.01834061135371179,252_0
7,0.7888430302223406,-0.5006318293317475,10181.5,3611.5,10094.0,3359.0,396.5,2610.5,0.8021457085828343,296.0,-0.7888430302223406,253_0
4,0.06790652147314327,0.4388394329047148,652.5,806.0,851.0,2182.0,1904.5,2957.0,-0.4052757793764988,1151.5,-0.06790652147314327,254_0
1,-0.07409879839786382,0.4905964535196131,324.0,393.0,474.0,1387.0,1609.0,2792.5,-0.6073926073926074,987.5,0.07409879839786382,255_0
4,-0.04327645051194539,0.17623363544813697,899.0,1122.5,1227.0,1752.0,1910.5,2967.5,-0.25980877019452686,1531.5,0.04327645051194539,256_0
5,-0.13079904964361636,0.2628997093023256,1138.0,1653.5,2028.5,3475.5,4521.5,2926.5,-0.46445344129554655,3179.0,0.13079904964361636,257_0
1,0.327683615819209,0.7462132037725064,188.0,246.5,222.0,1527.5,773.5,2796.0,-0.5166666666666667,333.5,-0.327683615819209,258_0
5,-0.05305466237942122,0.23566433566433567,381.5,450.5,546.5,883.5,982.5,2774.5,-0.3712491277041172,710.0,0.05305466237942122,259_0
1,0.3064400287287527,0.7746341463414634,282.0,414.5,346.5,2728.5,1448.5,2850.0,-0.5550187869028449,620.0,-0.3064400287287527,260_0
7,0.07624988362349874,0.0,2676.5,2799.0,2890.0,2890.0,2480.5,2683.0,0.060327682545695614,2220.5,-0.07624988362349874,261_0
7,-0.23575848090462984,0.20728008088978767,601.0,844.0,1176.0,1791.0,2896.0,2853.0,-0.5486631016042781,2377.0,0.23575848090462984,262_0
4,0.19790441569549877,0.7438132295719845,312.5,521.0,411.5,2801.0,1875.5,2915.5,-0.5651992489046527,846.0,-0.19790441569549877,263_0
1,0.4683122081387592,0.6400894187779433,343.0,331.0,241.5,1100.5,398.5,2877.5,-0.09252912954078135,194.5,-0.4683122081387592,264_0
5,-0.009933774834437087,0.5757575757575758,176.5,134.0,80.5,299.0,305.0,2792.5,-0.3895216400911162,147.5,0.009933774834437087,265_0
4,0.0018777383684539955,0.4950186799501868,521.0,735.0,811.0,2401.0,2392.0,2939.0,-0.5299008634473936,1403.0,-0.0018777383684539955,266_0
1,0.24061597690086622,0.751358695652174,196.0,276.5,274.5,1933.5,1183.5,2793.0,-0.6212328767123287,557.5,-0.24061597690086622,267_0
1,0.17250734795387745,0.4616685456595265,548.0,545.0,477.5,1296.5,915.0,2787.0,-0.2534246575342466,499.0,-0.17250734795387745,268_0
1,0.24506139882541378,0.7586726998491704,274.5,419.0,320.0,2332.0,1414.0,2858.5,-0.5428259683578832,688.5,-0.24506139882541378,269_0
1,0.031490552834149754,0.12069948678958373,2164.0,2301.0,2313.0,2948.0,2768.0,2807.0,-0.0921286249753403,1865.0,-0.031490552834149754,270_0
1,0.09594333547971667,0.04209398438695852,5713.0,6002.0,6258.0,6808.0,5616.0,2778.0,0.03322430710965743,4548.0,-0.09594333547971667,271_0
1,0.06863698230604705,0.21503316138540898,2323.0,2508.5,2663.0,4122.0,3592.5,2818.5,-0.17767579085395838,2974.0,-0.06863698230604705,272_0
5,-0.28906864397258736,0.22445820433436534,571.0,751.0,1002.0,1582.0,2868.5,2894.5,-0.5850255560160244,2341.5,0.28906864397258736,273_0
4,0.13778426365073573,0.5822763402672079,498.5,645.5,617.5,2339.0,1772.5,2931.5,-0.46608767576509513,884.5,-0.13778426365073573,274_0
7,-0.2691477885652643,0.22154608970024792,476.5,643.0,863.5,1355.0,2353.0,2776.5,-0.5707610146862483,1841.5,0.2691477885652643,275_0
1,0.30355665839536805,0.7642731488885335,407.0,493.0,368.5,2758.0,1473.5,2875.0,-0.4986015764047801,577.5,-0.30355665839536805,276_0
4,0.1736082474226804,0.6244292237442922,514.0,772.0,658.0,2846.0,2004.0,2934.0,-0.4438040345821326,1073.0,-0.1736082474226804,277_0
4,0.03494477638964331,0.5206171854216547,468.0,720.0,901.0,2858.0,2665.0,2897.0,-0.5745937961595273,1703.0,-0.03494477638964331,278_0
1,-0.050434782608695654,0.5224817009410945,316.0,490.0,685.0,2184.0,2416.0,2870.0,-0.6627666896077082,1487.0,0.050434782608695654,279_0
1,0.2708049113233288,0.726598702502317,364.0,349.0,295.0,1863.0,1069.0,2908.0,-0.5077574047954866,436.0,-0.2708049113233288,280_0
1,0.11393805309734513,0.5385790679908327,250.5,282.5,302.0,1007.0,801.0,2768.5,-0.4785417628057222,490.5,-0.11393805309734513,281_0
1,0.26466025442134655,0.7576541612764123,179.0,215.0,140.5,1019.0,592.5,2810.0,-0.4674922600619195,240.5,-0.26466025442134655,282_0
7,0.07882352941176471,0.04919908466819222,480.5,447.5,415.5,458.5,391.5,2628.0,0.066746126340882,381.5,-0.07882352941176471,283_0
1,0.32320734722712824,0.7439478584729982,136.0,160.5,137.5,936.5,479.0,2812.5,-0.4980453479280688,231.5,-0.32320734722712824,284_0
1,0.181769321724175,0.7218480814408771,371.0,551.5,444.0,2748.5,1903.0,2923.5,-0.5506213078019964,871.0,-0.181769321724175,285_0
1,0.21762759924385633,0.6989779096604023,377.5,513.0,456.5,2576.5,1655.5,2923.5,-0.52686188609638,741.5,-0.21762759924385633,286_0
1,0.3121741101790977,0.7592705167173253,252.0,356.0,396.0,2894.0,1517.0,2819.0,-0.6198611852642819,672.0,-0.3121741101790977,287_0
7,-0.16410157752981916,0.19680484781710508,933.0,1151.5,1458.0,2172.5,3025.5,2853.0,-0.4486473545606895,2463.5,0.16410157752981916,288_0
3,0.2647317502198769,0.3813640730067243,273.0,215.0,161.0,359.5,209.0,2759.0,0.014150943396226415,122.5,-0.2647317502198769,289_0
4,0.25535135135135134,0.5802939575394666,322.5,461.5,385.5,1451.5,861.0,2888.5,-0.30207939508506615,497.0,-0.25535135135135134,290_0
1,0.3288857910982774,0.2854941244461568,1971.0,1980.5,1854.5,3336.5,1685.0,2821.5,0.08061655981448643,833.0,-0.3288857910982774,291_0
1,0.3347616497054097,0.5663104965430547,347.0,446.0,345.0,1246.0,621.0,2913.0,-0.1640112464854733,188.0,-0.3347616497054097,292_0
4,0.038405036726128015,0.48410317936412717,597.0,774.0,860.0,2474.0,2291.0,2934.0,-0.49494290375203914,1456.0,-0.038405036726128015,293_0
4,0.1060523938572719,0.590956340956341,489.0,754.0,787.0,3061.0,2474.0,2960.0,-0.5328376703841388,1367.0,-0.1060523938572719,294_0
3,-0.2110988491250197,0.29469598965071153,607.0,917.0,1363.0,2502.0,3841.0,2897.0,-0.6145439260193358,2558.0,0.2110988491250197,295_0
4,-0.016458852867830425,0.4202376665466331,594.0,710.0,805.0,1972.0,2038.0,2934.0,-0.48326055312954874,1096.0,0.016458852867830425,296_0
1,0.2402073732718894,0.7511183407889386,238.0,321.0,306.0,2153.0,1319.0,2813.0,-0.6085365853658536,585.0,-0.2402073732718894,297_0
4,0.18966953623993335,0.5196878325647393,462.0,629.0,677.0,2142.0,1459.0,2934.0,-0.3975095785440613,839.0,-0.18966953623993335,298_0
3,-0.01729150726855394,0.4763218390804598,423.5,536.5,569.5,1605.5,1662.0,2810.0,-0.5119399590629975,972.0,0.01729150726855394,299_0
4,0.06543415039468217,0.4975182481751825,545.5,802.5,860.5,2564.5,2249.5,2923.5,-0.4741153342070773,1310.0,-0.06543415039468217,300_0
4,0.18168452005881117,0.5656045637957423,507.0,778.5,780.5,2813.0,1948.0,2926.5,-0.42893819915642767,1052.5,-0.18168452005881117,301_0
7,-0.2292418772563177,0.10288420146362462,1532.0,1807.0,2084.0,2562.0,4086.0,2813.0,-0.38673001866621415,4257.0,0.2292418772563177,302_0
1,0.30857142857142855,0.8084896347482725,274.0,412.0,291.0,2748.0,1452.0,2830.0,-0.5579399141630901,607.0,-0.30857142857142855,303_0
5,-0.13706149073263862,0.28546036260220403,762.5,1168.0,1507.5,2712.0,3573.5,2827.5,-0.5073289043551619,2460.0,0.13706149073263862,304_0
1,0.2579185520361991,0.6956661316211878,419.0,540.0,474.0,2641.0,1558.0,2908.0,-0.4852240228789323,633.0,-0.2579185520361991,305_0
1,0.14184683774499898,0.6322934719815135,392.0,631.0,636.5,2825.5,2123.5,2904.5,-0.5418406244327464,1243.0,-0.14184683774499898,306_0
1,0.011404216104135468,0.6414283043559544,292.5,460.5,479.5,2195.0,2145.5,2847.0,-0.6465848042977743,1168.5,-0.011404216104135468,307_0
1,0.14490004377644827,0.04571504731440757,3332.0,3350.0,3580.0,3923.0,2930.0,2790.0,0.06687898089171974,2345.0,-0.14490004377644827,308_0
7,0.740657002260939,-0.3415615776764154,20000.0,20000.0,20000.0,9816.0,1462.5,2651.5,0.8637157833430402,1198.0,-0.740657002260939,309_0
4,0.05338455424559544,0.42432384022926745,549.5,729.0,803.5,1988.0,1786.5,2886.0,-0.4203935599284436,1243.0,-0.05338455424559544,310_0
7,0.8277485461091111,-0.42891753915375963,12137.5,5497.0,12385.5,4950.0,466.5,2699.0,0.8435482518655152,403.5,-0.8277485461091111,311_0
4,0.1875589066918002,0.6573495560670832,456.0,583.0,521.0,2520.0,1724.0,2918.0,-0.49458170784568706,846.0,-0.1875589066918002,312_0
2,0.1382633341922185,-0.2986377925253231,10166.0,3818.5,10224.5,5522.0,4180.5,2827.0,-0.04525565695711964,2928.0,-0.1382633341922185,313_0
7,0.6274834437086093,-0.06336350643163412,1224.0,1153.0,1116.0,983.0,225.0,2635.0,0.6734397677793904,231.0,-0.6274834437086093,314_0
4,0.17157656199417287,0.5838074398249453,466.5,558.0,475.5,1809.5,1279.5,2918.5,-0.3926530612244898,679.5,-0.17157656199417287,315_0
1,0.4095358383328071,0.7031667302556276,294.0,310.0,194.5,1116.0,467.5,2847.0,-0.20257234726688103,180.5,-0.4095358383328071,316_0
1,0.299050437785177,0.8568658558082144,208.5,327.5,203.0,2633.5,1421.0,2896.5,-0.6253931941664284,599.5,-0.299050437785177,317_0
1,0.2252064154882794,0.7787269220170846,361.0,547.5,401.5,3227.5,2041.0,2921.0,-0.5769750820938767,899.0,-0.2252064154882794,318_0
1,0.34125757755854036,0.8586723768736617,182.5,362.5,214.5,2821.0,1385.5,2875.0,-0.5852402745995423,520.0,-0.34125757755854036,319_0
4,0.09299084030266826,0.46607905982905984,691.0,899.0,999.5,2744.5,2277.5,2931.5,-0.43396820399811115,1346.5,-0.09299084030266826,320_0
8,0.04011379800853485,0.27475592747559274,798.0,918.0,1040.0,1828.0,1687.0,2955.0,-0.29520153550863726,1260.0,-0.04011379800853485,321_0
1,0.3310512052488946,0.7765086617171141,355.0,366.5,293.5,2333.0,1172.5,2839.0,-0.5237166991552956,489.0,-0.3310512052488946,322_0
1,0.21066544075393634,0.6707375099127676,368.5,517.5,519.0,2633.5,1717.0,2875.0,-0.5368091295591855,844.0,-0.21066544075393634,323_0
1,0.42132736763609246,0.6882196634189548,102.0,138.5,88.0,476.5,194.0,2836.0,-0.16691729323308271,59.5,-0.42132736763609246,324_0
5,-0.012624287789073846,0.47324554092348725,535.0,661.0,790.0,2209.5,2266.0,2907.5,-0.5483430133242227,1459.5,0.012624287789073846,325_0
4,0.1721478793377183,0.6385542168674698,276.5,347.0,285.0,1292.0,912.5,2858.5,-0.4489876935291782,502.0,-0.1721478793377183,326_0
4,0.2980038022813688,0.7574002574002574,375.0,570.0,377.0,2731.0,1477.0,2934.0,-0.4430874450415242,625.0,-0.2980038022813688,327_0
1,0.35439642324888226,0.8234349919743178,216.0,299.0,220.0,2272.0,1083.0,2825.0,-0.5672937771345875,426.0,-0.35439642324888226,328_0
1,0.16517163018777659,0.6942608695652174,321.5,494.0,439.5,2435.5,1745.0,2918.0,-0.5587315765966949,787.0,-0.16517163018777659,329_0
1,0.272108843537415,0.7652370203160271,327.5,357.5,286.0,2150.5,1230.5,2872.0,-0.5497481108312342,539.0,-0.272108843537415,330_0
1,0.21115173674588666,0.7354289456450557,144.5,206.5,202.0,1325.0,863.0,2816.0,-0.613838242169238,416.0,-0.21115173674588666,331_0
4,0.12535050368677952,0.5193494111048794,584.0,830.5,857.0,2709.0,2105.5,2934.0,-0.43426430517711173,1331.0,-0.12535050368677952,332_0
4,0.07725321888412018,0.5419795221843003,539.0,692.0,671.0,2259.0,1935.0,2945.0,-0.47316330414921964,1083.0,-0.07725321888412018,333_0
1,0.22808132147395171,0.6599398883641048,213.5,231.5,198.0,966.5,607.5,2801.0,-0.44815256257449343,317.0,-0.22808132147395171,334_0
1,0.29447696614914737,0.7231915974928003,295.5,454.0,408.5,2543.0,1386.0,2902.0,-0.5065217391304347,618.5,-0.29447696614914737,335_0
7,0.41125737630503856,0.01701014066077854,1549.5,1517.0,1502.5,1554.5,648.5,2703.0,0.40106211036712075,649.5,-0.41125737630503856,336_0
1,0.4082457558609539,0.6356807511737089,262.5,296.5,194.0,871.0,366.0,2891.0,-0.10490566037735849,141.5,-0.4082457558609539,337_0
3,-0.2282689727150738,0.21730950141110067,726.0,1168.0,1664.0,2588.0,4119.0,2918.0,-0.5581615282769056,2985.0,0.2282689727150738,338_0
4,0.16673330667732908,0.5229645093945721,346.0,456.0,457.0,1459.0,1042.0,2875.0,-0.39118825100133514,465.0,-0.16673330667732908,339_0
1,0.37053941908713695,0.7564477532571124,282.0,317.0,229.0,1651.5,758.5,2849.5,-0.4105067410506741,346.5,-0.37053941908713695,340_0
1,0.44619033501334127,0.76037531577048,216.0,207.0,166.0,1219.5,467.0,2804.0,-0.3857566765578635,178.5,-0.44619033501334127,341_0
4,0.08516483516483517,0.5532365396249244,511.5,708.0,738.5,2567.5,2164.5,2934.0,-0.5070496083550914,1252.0,-0.08516483516483517,342_0
4,0.05508262393590386,0.3597934817683124,785.0,940.0,992.0,2107.0,1887.0,2934.0,-0.3349840820657941,1343.0,-0.05508262393590386,343_0
4,0.07405566600397614,0.45375042045072317,567.0,795.0,812.0,2161.0,1863.0,2934.0,-0.4018058690744921,1232.0,-0.07405566600397614,344_0
8,0.046987951807228916,0.3530556636823667,756.0,851.0,831.0,1738.0,1582.0,2939.0,-0.30045211672831895,1267.0,-0.046987951807228916,345_0
1,0.29293485745765047,0.7909194963754292,270.0,357.5,274.0,2347.0,1283.5,2850.0,-0.5642900670322973,577.0,-0.29293485745765047,346_0
1,0.1871514610751729,0.4703688354745131,653.0,962.0,958.5,2661.0,1822.0,2910.5,-0.3089080459770115,970.5,-0.1871514610751729,347_0
1,0.33128385302298347,0.8155320423238172,330.5,339.5,231.0,2273.5,1142.0,2897.0,-0.5416807289908876,418.5,-0.33128385302298347,348_0
2,-0.09139847864248098,0.47380410022779046,385.5,519.0,693.0,1941.0,2331.5,2856.0,-0.6358533590598141,1570.0,0.09139847864248098,349_0
1,0.3898963730569948,0.7905715477680434,163.5,194.5,125.5,1073.0,471.0,2827.0,-0.4154770848985725,178.5,-0.3898963730569948,350_0
3,-0.13579188107489995,0.4057196000930016,518.0,806.0,1278.0,3023.0,3973.0,2945.0,-0.6626909395270977,2718.0,0.13579188107489995,351_0
7,0.8393162393162393,-0.18268135206988226,964.0,833.5,778.5,538.0,47.0,2584.5,0.8932424758659853,66.0,-0.8393162393162393,352_0
7,0.8227990970654627,-0.1099476439790576,1415.5,1164.5,1007.0,807.5,78.5,2531.5,0.8736926790024135,65.0,-0.8227990970654627,353_0
1,0.2813113240217015,0.7961165048543689,357.0,424.0,315.0,2775.0,1556.5,2847.5,-0.571825296642262,610.0,-0.2813113240217015,354_0
4,0.2898823063989714,0.7843754275550691,348.5,561.5,394.0,3260.5,1795.0,2918.0,-0.523445788245279,774.0,-0.2898823063989714,355_0
1,0.24403213033148546,0.8274887817849427,254.5,393.5,259.5,2749.0,1670.5,2821.5,-0.6187015503875969,701.0,-0.24403213033148546,356_0
7,0.01947064192272589,-0.0013410818059901655,1491.5,1672.0,1680.0,1675.5,1611.5,2816.0,0.018425460636515914,1588.0,-0.01947064192272589,357_0
1,0.10595036379946178,0.5949403478510852,480.0,637.5,704.5,2774.0,2242.5,2864.5,-0.5572916666666666,1469.0,-0.10595036379946178,358_0
1,0.22071287588528968,0.6857463524130191,434.5,547.0,490.0,2628.5,1678.0,2907.5,-0.508314606741573,808.0,-0.22071287588528968,359_0
5,-0.2214435879467414,0.2616039744499645,668.0,908.5,1300.5,2222.0,3486.0,2891.5,-0.5865286153145978,2646.0,0.2214435879467414,360_0
4,0.1130476882110869,0.6521739130434783,370.0,547.0,484.0,2299.0,1832.0,2899.0,-0.5401429171920975,943.5,-0.1130476882110869,361_0
5,-0.121449824181769,0.34104046242774566,338.0,371.5,399.0,812.0,1036.5,2774.5,-0.47230113636363635,667.0,0.121449824181769,362_0
7,-0.08501905599530929,0.17463304478735417,617.0,833.0,1096.5,1560.5,1850.5,2807.0,-0.37916899571455187,1192.5,0.08501905599530929,363_0
3,-0.12532892263739567,0.4288872512896094,562.5,889.0,1162.5,2908.5,3742.0,2926.5,-0.6160656445692075,2452.0,0.12532892263739567,364_0
7,-0.13296995816960325,0.03307657453556864,2451.5,2924.0,3201.0,3420.0,4469.0,2794.5,-0.2089814689571216,4020.5,0.13296995816960325,365_0
